,formula,Eg (eV),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,Computed band gap small,Computed band gap large
10,InSb,0.22,In1 Sb1,49.0,51.0,2.0,50.0,1.0,49.0,75.0,85.0,10.0,80.0,5.0,75.0,114.818,121.76,6.942000000000007,118.289,3.4710000000000036,114.818,429.75,903.78,474.03,666.765,237.015,429.75,13.0,15.0,2.0,14.0,1.0,13.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,142.0,3.0,140.5,1.5,139.0,1.78,2.05,0.2699999999999998,1.915,0.1349999999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,24.26,31.56,7.299999999999997,27.91,3.6499999999999986,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,166.0,27.0,152.5,13.5,139.0,In3+1 Sb3-1,-3.0,3.0,6.0,4.242640687119285,0.0,0.0
11,Sr2Be2B2O7,8.0,Sr2 Be2 B2 O7,4.0,38.0,34.0,11.538461538461538,8.142011834319526,8.0,8.0,87.0,79.0,69.46153846153847,19.668639053254438,87.0,9.012182,87.62,78.60781800000001,25.144781846153844,19.22314404733728,15.9994,54.8,2348.0,2293.2,792.2769230769231,794.2059171597634,54.8,2.0,16.0,14.0,11.23076923076923,5.680473372781065,16.0,2.0,5.0,3.0,2.4615384615384617,0.7810650887573966,2.0,66.0,195.0,129.0,93.23076923076923,32.16568047337278,66.0,0.95,3.44,2.49,2.553846153846154,0.9543195266272189,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3076923076923075,1.8224852071005917,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.3076923076923075,1.8224852071005917,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8461538461538463,1.136094674556213,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8461538461538463,1.136094674556213,2.0,7.1725,54.23,47.0575,15.563076923076922,11.897514792899406,9.105,0.0,1.524,1.524,0.23446153846153847,0.3967810650887574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,96.46153846153847,90.95857988165682,12.0,Sr2+2 Be2+2 B3+2 O2-7,-2.0,3.0,5.0,2.731842411809833,4.0817,4.0817
12,K2CuNbS4,2.82,K2 Cu1 Nb1 S4,16.0,41.0,25.0,21.5,6.75,16.0,3.0,88.0,85.0,58.625,30.71875,88.0,32.065,92.90638,60.84138,45.3636225,16.43128375,32.065,336.53,2750.0,2413.4700000000003,791.78375,631.0506250000001,388.36,1.0,16.0,15.0,10.25,5.9375,16.0,3.0,5.0,2.0,3.625,0.625,3.0,105.0,203.0,98.0,140.25,37.3125,105.0,0.82,2.58,1.7600000000000002,1.9325,0.6475000000000001,2.58,1.0,2.0,1.0,1.5,0.5,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,1.75,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,5.25,2.1875,6.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,6.0,0.75,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.25,1.1875,2.0,11.07,73.1066666667,62.03666666669999,34.826354166674996,19.140156250012495,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,149.0,79.0,70.0,K+2 Cu+1 Nb5+1 S2-4,-2.0,5.0,7.0,2.8949874578229835,1.9647,1.9647
13,PrTe2,1.02,Pr1 Te2,52.0,59.0,7.0,54.333333333333336,3.111111111111112,52.0,17.0,90.0,73.0,65.66666666666667,32.44444444444444,90.0,127.6,140.90765,13.307649999999995,132.03588333333332,5.914511111111106,127.6,722.66,1204.0,481.34000000000003,883.1066666666666,213.92888888888888,722.66,3.0,16.0,13.0,11.666666666666666,5.777777777777779,16.0,5.0,6.0,1.0,5.333333333333333,0.44444444444444436,5.0,138.0,203.0,65.0,159.66666666666666,28.888888888888886,138.0,1.13,2.1,0.9700000000000002,1.7766666666666666,0.4311111111111112,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,10.0,10.0,6.666666666666667,4.444444444444444,10.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,5.0,16.0,11.0,12.333333333333334,4.888888888888888,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,3.6666666666666665,4.888888888888889,0.0,2.0,11.0,9.0,5.0,4.0,2.0,34.7633333333,35.675,0.9116666667000004,35.067222222199995,0.4051851851999994,34.7633333333,0.0,0.464,0.464,0.30933333333333335,0.20622222222222222,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,194.0,42.0,166.0,18.666666666666668,152.0,Pr4+1 Te2-2,-2.0,4.0,6.0,4.242640687119285,0.0,0.0
14,BAs,1.46,B1 As1,5.0,33.0,28.0,19.0,14.0,5.0,72.0,84.0,12.0,78.0,6.0,72.0,10.811,74.9216,64.1106,42.866299999999995,32.0553,10.811,1090.0,2348.0,1258.0,1719.0,629.0,1090.0,13.0,15.0,2.0,14.0,1.0,13.0,2.0,4.0,2.0,3.0,1.0,2.0,84.0,119.0,35.0,101.5,17.5,84.0,2.04,2.18,0.14000000000000012,2.1100000000000003,0.07000000000000006,2.04,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,12.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,7.1725,22.175,15.002500000000001,14.67375,7.501250000000001,7.1725,0.0,1.524,1.524,0.762,0.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,166.0,0.0,166.0,0.0,166.0,B3+1 As3-1,-3.0,3.0,6.0,4.242640687119285,1.2521999999999993,1.1791999999999998
15,Ba4Ga4GeSe12,2.18,Ba4 Ga4 Ge1 Se12,31.0,56.0,25.0,37.523809523809526,7.038548752834468,34.0,9.0,89.0,80.0,70.42857142857143,23.401360544217685,89.0,69.723,137.327,67.604,88.01714285714286,18.784707482993202,78.96,302.91,1211.4,908.49,588.1447619047619,216.25487528344672,494.0,2.0,16.0,14.0,12.666666666666666,4.063492063492064,16.0,4.0,6.0,2.0,4.380952380952381,0.6167800453514742,4.0,120.0,215.0,95.0,138.47619047619048,29.151927437641728,120.0,0.89,2.55,1.6599999999999997,2.067142857142857,0.5518367346938774,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244898,4.0,0.0,10.0,10.0,8.095238095238095,3.0839002267573696,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,12.666666666666666,4.063492063492064,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2857142857142856,1.1972789115646258,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2857142857142856,1.1972789115646258,2.0,18.8575,63.59,44.7325,31.61119047619048,12.182403628117916,25.92,0.0,0.799,0.799,0.4748095238095238,0.37050340136054427,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,74.52380952380952,73.17913832199545,14.0,Ba2+4 Ga3+4 Ge4+1 Se2-12,-2.0,4.0,6.0,3.037642626655204,,
16,CuBr,2.94,Cu1 Br1,29.0,35.0,6.0,32.0,3.0,29.0,64.0,95.0,31.0,79.5,15.5,64.0,63.546,79.904,16.357999999999997,71.725,8.178999999999998,63.546,265.8,1357.77,1091.97,811.785,545.9849999999999,265.8,11.0,17.0,6.0,14.0,3.0,11.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,132.0,12.0,126.0,6.0,120.0,1.9,2.96,1.06,2.4299999999999997,0.53,1.9,1.0,2.0,1.0,1.5,0.5,1.0,0.0,5.0,5.0,2.5,2.5,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,14.0,3.0,11.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,11.07,29.48,18.41,20.275,9.205,11.07,0.0,1.457,1.457,0.7285,0.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,144.5,80.5,64.0,Cu+1 Br-1,-1.0,1.0,2.0,1.4142135623730951,0.48709999999999987,0.29990000000000006
17,HgSe,0.07,Hg1 Se1,34.0,80.0,46.0,57.0,23.0,34.0,71.0,89.0,18.0,80.0,9.0,71.0,78.96,200.59,121.63000000000001,139.775,60.815000000000005,78.96,234.32,494.0,259.68,364.15999999999997,129.84,234.32,12.0,16.0,4.0,14.0,2.0,12.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,132.0,12.0,126.0,6.0,120.0,2.0,2.55,0.5499999999999998,2.275,0.2749999999999999,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,16.0,26.0,10.0,21.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,25.2375862069,25.92,0.6824137931000003,25.578793103450003,0.34120689655000014,25.2375862069,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,90.0,76.0,14.0,Hg2+1 Se2-1,-2.0,2.0,4.0,2.8284271247461903,0.12360000000000004,0.0
18,AgIn5Te8,0.47,Ag1 In5 Te8,47.0,52.0,5.0,50.57142857142857,1.63265306122449,52.0,65.0,90.0,25.0,82.85714285714286,8.16326530612245,90.0,107.8682,127.6,19.731799999999993,121.62558571428572,6.827902040816324,127.6,429.75,1234.93,805.1800000000001,654.64,160.63571428571427,722.66,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,145.0,7.0,139.92857142857142,2.2040816326530597,138.0,1.78,2.1,0.32000000000000006,1.9735714285714288,0.14448979591836736,2.1,1.0,2.0,1.0,1.9285714285714286,0.13265306122448978,2.0,0.0,4.0,4.0,2.642857142857143,1.5510204081632655,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,16.0,0.0,1.0,1.0,0.07142857142857142,0.13265306122448978,0.0,0.0,5.0,5.0,2.9285714285714284,1.4795918367346939,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,1.4285714285714286,2.0,16.33,34.7633333333,18.4333333333,29.69547619045714,5.79183673467755,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.22726530612244897,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,152.57142857142858,10.346938775510214,152.0,Ag+1 In3+5 Te2-8,-2.0,3.0,5.0,3.2096552451085505,0.2941999999999996,0.2941999999999996
19,Rb7Th2P6Se21,2.07,Rb7 Th2 P6 Se21,15.0,90.0,75.0,34.52777777777778,7.125000000000002,34.0,4.0,89.0,85.0,67.41666666666667,30.375,89.0,30.973762,232.03806,201.064298,80.73203588888889,18.653466500000004,78.96,312.46,2023.0,1710.54,514.195,167.64500000000004,494.0,1.0,16.0,15.0,12.194444444444445,5.375,16.0,3.0,7.0,4.0,4.194444444444445,0.625,4.0,107.0,220.0,113.0,142.05555555555554,37.41666666666666,120.0,0.82,2.55,1.73,2.0841666666666665,0.57875,2.55,1.0,2.0,1.0,1.8055555555555556,0.3132716049382716,2.0,0.0,4.0,4.0,2.8333333333333335,1.4166666666666667,4.0,0.0,10.0,10.0,5.944444444444445,4.731481481481481,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,10.583333333333334,6.319444444444445,16.0,0.0,1.0,1.0,0.19444444444444445,0.3132716049382716,0.0,0.0,3.0,3.0,1.6666666666666667,0.8333333333333334,2.0,0.0,8.0,8.0,0.4444444444444444,0.8395061728395061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.3055555555555554,0.8641975308641974,2.0,22.5702380952,90.7225,68.1522619048,38.32052579364444,20.378545524693823,25.92,0.0,1.625,1.625,0.7369166666666667,0.3684583333333334,0.799,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,65.52777777777777,81.29166666666667,14.0,Rb+7 Th4+2 P3+1 P4+1 P5+4 Se2-21,-2.0,5.0,7.0,3.3745748031479192,1.0746000000000002,1.0746000000000002
20,TlS,1.37,Tl1 S1,16.0,81.0,65.0,48.5,32.5,16.0,76.0,88.0,12.0,82.0,6.0,76.0,32.065,204.3833,172.3183,118.22415,86.15915,32.065,388.36,577.0,188.64,482.68,94.32,388.36,13.0,16.0,3.0,14.5,1.5,13.0,3.0,6.0,3.0,4.5,1.5,3.0,105.0,145.0,40.0,125.0,20.0,105.0,1.62,2.58,0.96,2.1,0.48,1.62,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.5,1.5,1.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,7.0,7.0,0.0,6.0,27.0,21.0,16.5,10.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,25.786875,26.91,1.1231250000000017,26.3484375,0.5615625000000009,25.786875,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,132.0,62.0,70.0,Tl+1 S-1,-1.0,1.0,2.0,1.4142135623730951,0.8102,0.0
21,CdS,2.501,Cd1 S1,16.0,48.0,32.0,32.0,16.0,16.0,70.0,88.0,18.0,79.0,9.0,70.0,32.065,112.411,80.346,72.238,40.173,32.065,388.36,594.22,205.86,491.29,102.93,388.36,12.0,16.0,4.0,14.0,2.0,12.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,144.0,39.0,124.5,19.5,105.0,1.69,2.58,0.8900000000000001,2.135,0.44500000000000006,1.69,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,19.495,25.786875,6.291874999999997,22.6409375,3.1459374999999987,19.495,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,132.0,62.0,70.0,Cd2+1 S2-1,-2.0,2.0,4.0,2.8284271247461903,1.1162,1.5194999999999999
22,Al2Se3,3.1,Al2 Se3,13.0,34.0,21.0,25.6,10.08,34.0,73.0,89.0,16.0,82.6,7.6800000000000015,89.0,26.9815386,78.96,51.97846139999999,58.168615439999996,24.949661471999995,78.96,494.0,933.47,439.47,669.788,210.9456,494.0,13.0,16.0,3.0,14.8,1.44,16.0,3.0,4.0,1.0,3.6,0.48,4.0,120.0,121.0,1.0,120.4,0.48000000000000115,120.0,1.61,2.55,0.9399999999999997,2.174,0.4511999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,10.0,10.0,6.0,4.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,10.8,6.24,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,16.48,25.92,9.440000000000001,22.144,4.531200000000001,25.92,0.0,0.799,0.799,0.47940000000000005,0.38352,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,98.4,101.28,14.0,Al3+2 Se2-3,-2.0,3.0,5.0,3.5355339059327378,2.1575999999999995,0.5859999999999994
23,In2GeTe3,0.68,In2 Ge1 Te3,32.0,52.0,20.0,47.666666666666664,5.222222222222224,52.0,75.0,90.0,15.0,83.16666666666667,6.833333333333333,90.0,72.64,127.6,54.959999999999994,114.17933333333333,13.846444444444442,127.6,429.75,1211.4,781.6500000000001,706.48,184.48666666666668,722.66,13.0,16.0,3.0,14.666666666666666,1.3333333333333333,16.0,4.0,5.0,1.0,4.833333333333333,0.27777777777777796,5.0,120.0,142.0,22.0,136.33333333333334,5.444444444444438,138.0,1.78,2.1,0.32000000000000006,1.9783333333333335,0.13222222222222216,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.6666666666666665,1.3333333333333333,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,14.666666666666666,1.3333333333333333,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.3333333333333335,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.3333333333333335,1.3333333333333333,2.0,23.005,34.7633333333,11.758333333299998,29.302499999983336,5.460833333316664,34.7633333333,0.0,0.464,0.464,0.29583333333333334,0.19722222222222227,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,159.83333333333334,21.72222222222223,152.0,In+2 Ge4+1 Te2-3,-2.0,4.0,6.0,2.860387767736777,,
24,BiSeBr,1.5,Bi1 Se1 Br1,34.0,83.0,49.0,50.666666666666664,21.555555555555554,34.0,86.0,95.0,9.0,90.0,3.3333333333333335,86.0,78.96,208.9804,130.0204,122.6148,57.57706666666667,78.96,265.8,544.4,278.59999999999997,434.73333333333335,112.6222222222222,265.8,15.0,17.0,2.0,16.0,0.6666666666666666,15.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,120.0,148.0,28.0,129.33333333333334,12.444444444444448,120.0,2.02,2.96,0.94,2.5100000000000002,0.3266666666666665,2.02,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.0,0.6666666666666666,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,16.0,29.0,13.0,20.666666666666668,5.555555555555556,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.6666666666666666,1.0,25.92,32.95,7.030000000000001,29.450000000000003,2.353333333333333,25.92,0.0,1.457,1.457,0.7520000000000001,0.5013333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,64.0,52.0,30.0,22.666666666666668,12.0,Bi3+1 Se2-1 Br-1,-2.0,3.0,5.0,2.6457513110645907,1.7263,1.7263
25,GaAs0.4P0.6,2.1,Ga1 As0.4 P0.6,15.0,33.0,18.0,26.6,6.959999999999999,31.0,74.0,84.0,10.0,78.69999999999999,4.7,74.0,30.973762,74.9216,43.947838,59.1379486,16.89851196,69.723,302.91,1090.0,787.0899999999999,464.64500000000004,250.14200000000005,302.91,13.0,15.0,2.0,14.0,1.0,13.0,3.0,4.0,1.0,3.6999999999999997,0.4200000000000001,4.0,107.0,122.0,15.0,116.9,5.939999999999998,122.0,1.81,2.19,0.3799999999999999,1.9980000000000002,0.188,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,10.0,10.0,7.0,4.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,11.0,3.5999999999999996,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,5.0,18.8575,22.5702380952,3.712738095199999,20.634821428560002,1.7773214285599994,18.8575,0.0,1.625,1.625,0.4875,0.6825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,166.0,164.0,65.8,40.08,64.0,,,,,,,
26,K2AuPS4,2.63,K2 Au1 P1 S4,15.0,79.0,64.0,24.5,13.625,16.0,3.0,88.0,85.0,63.375,30.1875,88.0,30.973762,196.966569,165.992807,54.299616375,35.66673815625,32.065,317.3,1337.33,1020.03,485.14125,213.0471875,388.36,1.0,16.0,15.0,11.5,5.375,16.0,3.0,6.0,3.0,3.625,0.78125,3.0,105.0,203.0,98.0,133.625,35.28125,105.0,0.82,2.58,1.7600000000000002,2.0862499999999997,0.6331250000000002,2.58,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.375,1.78125,4.0,0.0,10.0,10.0,1.25,2.1875,0.0,0.0,14.0,14.0,1.75,3.0625,0.0,1.0,25.0,24.0,7.0,4.5,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,3.0,3.0,1.375,1.03125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.75,0.5625,2.0,16.7,73.1066666667,56.40666666669999,36.078883928574996,18.5138913690625,25.786875,0.0,2.202,2.202,1.304125,0.97809375,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,120.625,80.28125,70.0,K+2 Au+1 P5+1 S2-4,-2.0,5.0,7.0,2.8949874578229835,1.6278,1.6278
